"data_as_of","death_year","death_month","jurisdiction_occurrence","drug_involved","time_period","month_ending_date","drug_overdose_deaths","footnote"
"01/04/2026","2023","10","Region 8","Fentanyl","12 month-ending","10/31/2023","1,711",
"01/04/2026","2023","11","Region 8","Fentanyl","12 month-ending","11/30/2023","1,738",
"01/04/2026","2023","12","Region 8","Fentanyl","12 month-ending","12/31/2023","1,708",
"01/04/2026","2024","1","Region 8","Fentanyl","12 month-ending","01/31/2024","1,672",
"01/04/2026","2024","2","Region 8","Fentanyl","12 month-ending","02/29/2024","1,646",
"01/04/2026","2024","3","Region 8","Fentanyl","12 month-ending","03/31/2024","1,654",
"01/04/2026","2024","4","Region 8","Fentanyl","12 month-ending","04/30/2024","1,627",
"01/04/2026","2024","5","Region 8","Fentanyl","12 month-ending","05/31/2024","1,598",
"01/04/2026","2024","6","Region 8","Fentanyl","12 month-ending","06/30/2024","1,545",
"01/04/2026","2024","7","Region 8","Fentanyl","12 month-ending","07/31/2024","1,513",
"01/04/2026","2024","8","Region 8","Fentanyl","12 month-ending","08/31/2024","1,447",
"01/04/2026","2024","9","Region 8","Fentanyl","12 month-ending","09/30/2024","1,378",
"01/04/2026","2024","10","Region 8","Fentanyl","12 month-ending","10/31/2024","1,325",
"01/04/2026","2024","11","Region 8","Fentanyl","12 month-ending","11/30/2024","1,254",
"01/04/2026","2024","12","Region 8","Fentanyl","12 month-ending","12/31/2024","1,245",
"01/04/2026","2025","1","Region 8","Fentanyl","12 month-ending","01/31/2025","1,240",
"01/04/2026","2025","2","Region 8","Fentanyl","12 month-ending","02/28/2025","1,231",
"01/04/2026","2025","3","Region 8","Fentanyl","12 month-ending","03/31/2025","1,253",
"01/04/2026","2025","4","Region 8","Fentanyl","12 month-ending","04/30/2025","1,270",
"01/04/2026","2025","5","Region 8","Fentanyl","12 month-ending","05/31/2025","1,279",
"01/04/2026","2025","6","Region 8","Fentanyl","12 month-ending","06/30/2025","1,282",
"01/04/2026","2019","1","Region 9","Fentanyl","12 month-ending","01/31/2019","1,440",
"01/04/2026","2019","2","Region 9","Fentanyl","12 month-ending","02/28/2019","1,480",
"01/04/2026","2019","3","Region 9","Fentanyl","12 month-ending","03/31/2019","1,551",
"01/04/2026","2019","4","Region 9","Fentanyl","12 month-ending","04/30/2019","1,635",
"01/04/2026","2019","5","Region 9","Fentanyl","12 month-ending","05/31/2019","1,726",
"01/04/2026","2019","6","Region 9","Fentanyl","12 month-ending","06/30/2019","1,793",
"01/04/2026","2019","7","Region 9","Fentanyl","12 month-ending","07/31/2019","1,924",
"01/04/2026","2019","8","Region 9","Fentanyl","12 month-ending","08/31/2019","2,028",
"01/04/2026","2019","9","Region 9","Fentanyl","12 month-ending","09/30/2019","2,117",
"01/04/2026","2019","10","Region 9","Fentanyl","12 month-ending","10/31/2019","2,246",
"01/04/2026","2019","11","Region 9","Fentanyl","12 month-ending","11/30/2019","2,394",
"01/04/2026","2019","12","Region 9","Fentanyl","12 month-ending","12/31/2019","2,562",
"01/04/2026","2020","1","Region 9","Fentanyl","12 month-ending","01/31/2020","2,724",
"01/04/2026","2020","2","Region 9","Fentanyl","12 month-ending","02/29/2020","2,919",
"01/04/2026","2020","3","Region 9","Fentanyl","12 month-ending","03/31/2020","3,156",
"01/04/2026","2020","4","Region 9","Fentanyl","12 month-ending","04/30/2020","3,416",
"01/04/2026","2020","5","Region 9","Fentanyl","12 month-ending","05/31/2020","3,781",
"01/04/2026","2020","6","Region 9","Fentanyl","12 month-ending","06/30/2020","4,154",
"01/04/2026","2020","7","Region 9","Fentanyl","12 month-ending","07/31/2020","4,531",
"01/04/2026","2020","8","Region 9","Fentanyl","12 month-ending","08/31/2020","4,947",
"01/04/2026","2020","9","Region 9","Fentanyl","12 month-ending","09/30/2020","5,192",
"01/04/2026","2020","10","Region 9","Fentanyl","12 month-ending","10/31/2020","5,497",
"01/04/2026","2020","11","Region 9","Fentanyl","12 month-ending","11/30/2020","5,767",
"01/04/2026","2020","12","Region 9","Fentanyl","12 month-ending","12/31/2020","6,008",
"01/04/2026","2021","1","Region 9","Fentanyl","12 month-ending","01/31/2021","6,347",
"01/04/2026","2021","2","Region 9","Fentanyl","12 month-ending","02/28/2021","6,574",
"01/04/2026","2021","3","Region 9","Fentanyl","12 month-ending","03/31/2021","6,856",
"01/04/2026","2021","4","Region 9","Fentanyl","12 month-ending","04/30/2021","7,123",
"01/04/2026","2021","5","Region 9","Fentanyl","12 month-ending","05/31/2021","7,315",
"01/04/2026","2021","6","Region 9","Fentanyl","12 month-ending","06/30/2021","7,525",
"01/04/2026","2021","7","Region 9","Fentanyl","12 month-ending","07/31/2021","7,655",
"01/04/2026","2021","8","Region 9","Fentanyl","12 month-ending","08/31/2021","7,770",
"01/04/2026","2021","9","Region 9","Fentanyl","12 month-ending","09/30/2021","8,012",
"01/04/2026","2021","10","Region 9","Fentanyl","12 month-ending","10/31/2021","8,211",
"01/04/2026","2021","11","Region 9","Fentanyl","12 month-ending","11/30/2021","8,350",
"01/04/2026","2021","12","Region 9","Fentanyl","12 month-ending","12/31/2021","8,506",
"01/04/2026","2022","1","Region 9","Fentanyl","12 month-ending","01/31/2022","8,521",
"01/04/2026","2022","2","Region 9","Fentanyl","12 month-ending","02/28/2022","8,657",
"01/04/2026","2022","3","Region 9","Fentanyl","12 month-ending","03/31/2022","8,688",
"01/04/2026","2022","4","Region 9","Fentanyl","12 month-ending","04/30/2022","8,709",
"01/04/2026","2022","5","Region 9","Fentanyl","12 month-ending","05/31/2022","8,712",
"01/04/2026","2022","6","Region 9","Fentanyl","12 month-ending","06/30/2022","8,688",
"01/04/2026","2022","7","Region 9","Fentanyl","12 month-ending","07/31/2022","8,778",
"01/04/2026","2022","8","Region 9","Fentanyl","12 month-ending","08/31/2022","8,771",
"01/04/2026","2022","9","Region 9","Fentanyl","12 month-ending","09/30/2022","8,832",
"01/04/2026","2022","10","Region 9","Fentanyl","12 month-ending","10/31/2022","8,862",
"01/04/2026","2022","11","Region 9","Fentanyl","12 month-ending","11/30/2022","8,936",
"01/04/2026","2022","12","Region 9","Fentanyl","12 month-ending","12/31/2022","9,054",
"01/04/2026","2023","1","Region 9","Fentanyl","12 month-ending","01/31/2023","9,215",
"01/04/2026","2023","2","Region 9","Fentanyl","12 month-ending","02/28/2023","9,251",
"01/04/2026","2023","3","Region 9","Fentanyl","12 month-ending","03/31/2023","9,411",
"01/04/2026","2023","4","Region 9","Fentanyl","12 month-ending","04/30/2023","9,557",
"01/04/2026","2023","5","Region 9","Fentanyl","12 month-ending","05/31/2023","9,740",
"01/04/2026","2023","6","Region 9","Fentanyl","12 month-ending","06/30/2023","9,849",
"01/04/2026","2023","7","Region 9","Fentanyl","12 month-ending","07/31/2023","10,033",
"01/04/2026","2023","8","Region 9","Fentanyl","12 month-ending","08/31/2023","10,163",
"01/04/2026","2023","9","Region 9","Fentanyl","12 month-ending","09/30/2023","10,162",
"01/04/2026","2023","10","Region 9","Fentanyl","12 month-ending","10/31/2023","10,153",
"01/04/2026","2023","11","Region 9","Fentanyl","12 month-ending","11/30/2023","10,105",
"01/04/2026","2023","12","Region 9","Fentanyl","12 month-ending","12/31/2023","10,019",
"01/04/2026","2024","1","Region 9","Fentanyl","12 month-ending","01/31/2024","9,918",
"01/04/2026","2024","2","Region 9","Fentanyl","12 month-ending","02/29/2024","9,813",
"01/04/2026","2024","3","Region 9","Fentanyl","12 month-ending","03/31/2024","9,631",
"01/04/2026","2024","4","Region 9","Fentanyl","12 month-ending","04/30/2024","9,401",
"01/04/2026","2024","5","Region 9","Fentanyl","12 month-ending","05/31/2024","9,135",
"01/04/2026","2024","6","Region 9","Fentanyl","12 month-ending","06/30/2024","8,971",
"01/04/2026","2024","7","Region 9","Fentanyl","12 month-ending","07/31/2024","8,539",
"01/04/2026","2024","8","Region 9","Fentanyl","12 month-ending","08/31/2024","8,166",
"01/04/2026","2024","9","Region 9","Fentanyl","12 month-ending","09/30/2024","7,818",
"01/04/2026","2024","10","Region 9","Fentanyl","12 month-ending","10/31/2024","7,548",
"01/04/2026","2024","11","Region 9","Fentanyl","12 month-ending","11/30/2024","7,346",
"01/04/2026","2024","12","Region 9","Fentanyl","12 month-ending","12/31/2024","7,208",
"01/04/2026","2025","1","Region 9","Fentanyl","12 month-ending","01/31/2025","7,106",
"01/04/2026","2025","2","Region 9","Fentanyl","12 month-ending","02/28/2025","7,097",
"01/04/2026","2025","3","Region 9","Fentanyl","12 month-ending","03/31/2025","7,069",
"01/04/2026","2025","4","Region 9","Fentanyl","12 month-ending","04/30/2025","7,047",
"01/04/2026","2025","5","Region 9","Fentanyl","12 month-ending","05/31/2025","7,015",
"01/04/2026","2025","6","Region 9","Fentanyl","12 month-ending","06/30/2025","6,896",
"01/04/2026","2019","1","Region 10","Fentanyl","12 month-ending","01/31/2019","323",
"01/04/2026","2019","2","Region 10","Fentanyl","12 month-ending","02/28/2019","325",
"01/04/2026","2019","3","Region 10","Fentanyl","12 month-ending","03/31/2019","347",
"01/04/2026","2019","4","Region 10","Fentanyl","12 month-ending","04/30/2019","345",
"01/04/2026","2019","5","Region 10","Fentanyl","12 month-ending","05/31/2019","345",
"01/04/2026","2019","6","Region 10","Fentanyl","12 month-ending","06/30/2019","348",
"01/04/2026","2019","7","Region 10","Fentanyl","12 month-ending","07/31/2019","360",
"01/04/2026","2019","8","Region 10","Fentanyl","12 month-ending","08/31/2019","358",
"01/04/2026","2019","9","Region 10","Fentanyl","12 month-ending","09/30/2019","377",
"01/04/2026","2019","10","Region 10","Fentanyl","12 month-ending","10/31/2019","389",
"01/04/2026","2019","11","Region 10","Fentanyl","12 month-ending","11/30/2019","406",
"01/04/2026","2019","12","Region 10","Fentanyl","12 month-ending","12/31/2019","420",
"01/04/2026","2020","1","Region 10","Fentanyl","12 month-ending","01/31/2020","445",
"01/04/2026","2020","2","Region 10","Fentanyl","12 month-ending","02/29/2020","454",
"01/04/2026","2020","3","Region 10","Fentanyl","12 month-ending","03/31/2020","484",
"01/04/2026","2020","4","Region 10","Fentanyl","12 month-ending","04/30/2020","557",
"01/04/2026","2020","5","Region 10","Fentanyl","12 month-ending","05/31/2020","640",
"01/04/2026","2020","6","Region 10","Fentanyl","12 month-ending","06/30/2020","688",
"01/04/2026","2020","7","Region 10","Fentanyl","12 month-ending","07/31/2020","754",
"01/04/2026","2020","8","Region 10","Fentanyl","12 month-ending","08/31/2020","808",
"01/04/2026","2020","9","Region 10","Fentanyl","12 month-ending","09/30/2020","849",
"01/04/2026","2020","10","Region 10","Fentanyl","12 month-ending","10/31/2020","880",
"01/04/2026","2020","11","Region 10","Fentanyl","12 month-ending","11/30/2020","928",
"01/04/2026","2020","12","Region 10","Fentanyl","12 month-ending","12/31/2020","976",
"01/04/2026","2021","1","Region 10","Fentanyl","12 month-ending","01/31/2021","1,040",
"01/04/2026","2021","2","Region 10","Fentanyl","12 month-ending","02/28/2021","1,084",
"01/04/2026","2021","3","Region 10","Fentanyl","12 month-ending","03/31/2021","1,180",
"01/04/2026","2021","4","Region 10","Fentanyl","12 month-ending","04/30/2021","1,241",
"01/04/2026","2021","5","Region 10","Fentanyl","12 month-ending","05/31/2021","1,320",
"01/04/2026","2021","6","Region 10","Fentanyl","12 month-ending","06/30/2021","1,405",
"01/04/2026","2021","7","Region 10","Fentanyl","12 month-ending","07/31/2021","1,497",
"01/04/2026","2021","8","Region 10","Fentanyl","12 month-ending","08/31/2021","1,608",
"01/04/2026","2021","9","Region 10","Fentanyl","12 month-ending","09/30/2021","1,721",
"01/04/2026","2021","10","Region 10","Fentanyl","12 month-ending","10/31/2021","1,846",
"01/04/2026","2021","11","Region 10","Fentanyl","12 month-ending","11/30/2021","1,925",
"01/04/2026","2021","12","Region 10","Fentanyl","12 month-ending","12/31/2021","2,002",
"01/04/2026","2022","1","Region 10","Fentanyl","12 month-ending","01/31/2022","2,086",
"01/04/2026","2022","2","Region 10","Fentanyl","12 month-ending","02/28/2022","2,207",
"01/04/2026","2022","3","Region 10","Fentanyl","12 month-ending","03/31/2022","2,262",
"01/04/2026","2022","4","Region 10","Fentanyl","12 month-ending","04/30/2022","2,297",
"01/04/2026","2022","5","Region 10","Fentanyl","12 month-ending","05/31/2022","2,333",
"01/04/2026","2022","6","Region 10","Fentanyl","12 month-ending","06/30/2022","2,400",
"01/04/2026","2022","7","Region 10","Fentanyl","12 month-ending","07/31/2022","2,469",
"01/04/2026","2022","8","Region 10","Fentanyl","12 month-ending","08/31/2022","2,560",
"01/04/2026","2022","9","Region 10","Fentanyl","12 month-ending","09/30/2022","2,596",
"01/04/2026","2022","10","Region 10","Fentanyl","12 month-ending","10/31/2022","2,663",
"01/04/2026","2022","11","Region 10","Fentanyl","12 month-ending","11/30/2022","2,811",
"01/04/2026","2022","12","Region 10","Fentanyl","12 month-ending","12/31/2022","3,048",
"01/04/2026","2023","1","Region 10","Fentanyl","12 month-ending","01/31/2023","3,214",
"01/04/2026","2023","2","Region 10","Fentanyl","12 month-ending","02/28/2023","3,298",
"01/04/2026","2023","3","Region 10","Fentanyl","12 month-ending","03/31/2023","3,460",
"01/04/2026","2023","4","Region 10","Fentanyl","12 month-ending","04/30/2023","3,637",
"01/04/2026","2023","5","Region 10","Fentanyl","12 month-ending","05/31/2023","3,787",
"01/04/2026","2023","6","Region 10","Fentanyl","12 month-ending","06/30/2023","3,912",
"01/04/2026","2023","7","Region 10","Fentanyl","12 month-ending","07/31/2023","4,086",
"01/04/2026","2023","8","Region 10","Fentanyl","12 month-ending","08/31/2023","4,165",
"01/04/2026","2023","9","Region 10","Fentanyl","12 month-ending","09/30/2023","4,323",
"01/04/2026","2023","10","Region 10","Fentanyl","12 month-ending","10/31/2023","4,427",
"01/04/2026","2023","11","Region 10","Fentanyl","12 month-ending","11/30/2023","4,454",
"01/04/2026","2023","12","Region 10","Fentanyl","12 month-ending","12/31/2023","4,442",
"01/04/2026","2024","1","Region 10","Fentanyl","12 month-ending","01/31/2024","4,463",
"01/04/2026","2024","2","Region 10","Fentanyl","12 month-ending","02/29/2024","4,543",
"01/04/2026","2024","3","Region 10","Fentanyl","12 month-ending","03/31/2024","4,536",
"01/04/2026","2024","4","Region 10","Fentanyl","12 month-ending","04/30/2024","4,511",
"01/04/2026","2024","5","Region 10","Fentanyl","12 month-ending","05/31/2024","4,500",
"01/04/2026","2024","6","Region 10","Fentanyl","12 month-ending","06/30/2024","4,436",
"01/04/2026","2024","7","Region 10","Fentanyl","12 month-ending","07/31/2024","4,245",
"01/04/2026","2024","8","Region 10","Fentanyl","12 month-ending","08/31/2024","4,066",
"01/04/2026","2024","9","Region 10","Fentanyl","12 month-ending","09/30/2024","3,891",
"01/04/2026","2024","10","Region 10","Fentanyl","12 month-ending","10/31/2024","3,771",
"01/04/2026","2024","11","Region 10","Fentanyl","12 month-ending","11/30/2024","3,760",
"01/04/2026","2024","12","Region 10","Fentanyl","12 month-ending","12/31/2024","3,693",
"01/04/2026","2025","1","Region 10","Fentanyl","12 month-ending","01/31/2025","3,662",
"01/04/2026","2025","2","Region 10","Fentanyl","12 month-ending","02/28/2025","3,623",
"01/04/2026","2025","3","Region 10","Fentanyl","12 month-ending","03/31/2025","3,638",
"01/04/2026","2025","4","Region 10","Fentanyl","12 month-ending","04/30/2025","3,630",
"01/04/2026","2025","5","Region 10","Fentanyl","12 month-ending","05/31/2025","3,521",
"01/04/2026","2025","6","Region 10","Fentanyl","12 month-ending","06/30/2025","3,416",
"01/04/2026","2019","1","Region 1","Methamphetamine","12 month-ending","01/31/2019","114",
"01/04/2026","2019","2","Region 1","Methamphetamine","12 month-ending","02/28/2019","115",
"01/04/2026","2019","3","Region 1","Methamphetamine","12 month-ending","03/31/2019","124",
"01/04/2026","2019","4","Region 1","Methamphetamine","12 month-ending","04/30/2019","125",
"01/04/2026","2019","5","Region 1","Methamphetamine","12 month-ending","05/31/2019","130",
"01/04/2026","2019","6","Region 1","Methamphetamine","12 month-ending","06/30/2019","137",
"01/04/2026","2019","7","Region 1","Methamphetamine","12 month-ending","07/31/2019","146",
"01/04/2026","2019","8","Region 1","Methamphetamine","12 month-ending","08/31/2019","150",
"01/04/2026","2019","9","Region 1","Methamphetamine","12 month-ending","09/30/2019","153",
"01/04/2026","2019","10","Region 1","Methamphetamine","12 month-ending","10/31/2019","165",
"01/04/2026","2019","11","Region 1","Methamphetamine","12 month-ending","11/30/2019","170",
"01/04/2026","2019","12","Region 1","Methamphetamine","12 month-ending","12/31/2019","173",
"01/04/2026","2020","1","Region 1","Methamphetamine","12 month-ending","01/31/2020","177",
"01/04/2026","2020","2","Region 1","Methamphetamine","12 month-ending","02/29/2020","179",
"01/04/2026","2020","3","Region 1","Methamphetamine","12 month-ending","03/31/2020","189",
"01/04/2026","2020","4","Region 1","Methamphetamine","12 month-ending","04/30/2020","196",
"01/04/2026","2020","5","Region 1","Methamphetamine","12 month-ending","05/31/2020","211",
"01/04/2026","2020","6","Region 1","Methamphetamine","12 month-ending","06/30/2020","222",
"01/04/2026","2020","7","Region 1","Methamphetamine","12 month-ending","07/31/2020","233",
"01/04/2026","2020","8","Region 1","Methamphetamine","12 month-ending","08/31/2020","250",
"01/04/2026","2020","9","Region 1","Methamphetamine","12 month-ending","09/30/2020","264",
"01/04/2026","2020","10","Region 1","Methamphetamine","12 month-ending","10/31/2020","262",
"01/04/2026","2020","11","Region 1","Methamphetamine","12 month-ending","11/30/2020","276",
"01/04/2026","2020","12","Region 1","Methamphetamine","12 month-ending","12/31/2020","297",
"01/04/2026","2021","1","Region 1","Methamphetamine","12 month-ending","01/31/2021","324",
"01/04/2026","2021","2","Region 1","Methamphetamine","12 month-ending","02/28/2021","329",
"01/04/2026","2021","3","Region 1","Methamphetamine","12 month-ending","03/31/2021","349",
"01/04/2026","2021","4","Region 1","Methamphetamine","12 month-ending","04/30/2021","371",
"01/04/2026","2021","5","Region 1","Methamphetamine","12 month-ending","05/31/2021","387",
"01/04/2026","2021","6","Region 1","Methamphetamine","12 month-ending","06/30/2021","388",
"01/04/2026","2021","7","Region 1","Methamphetamine","12 month-ending","07/31/2021","404",
"01/04/2026","2021","8","Region 1","Methamphetamine","12 month-ending","08/31/2021","405",
"01/04/2026","2021","9","Region 1","Methamphetamine","12 month-ending","09/30/2021","415",
"01/04/2026","2021","10","Region 1","Methamphetamine","12 month-ending","10/31/2021","438",
"01/04/2026","2021","11","Region 1","Methamphetamine","12 month-ending","11/30/2021","442",
"01/04/2026","2021","12","Region 1","Methamphetamine","12 month-ending","12/31/2021","450",
"01/04/2026","2022","1","Region 1","Methamphetamine","12 month-ending","01/31/2022","441",
"01/04/2026","2022","2","Region 1","Methamphetamine","12 month-ending","02/28/2022","454",
"01/04/2026","2022","3","Region 1","Methamphetamine","12 month-ending","03/31/2022","457",
"01/04/2026","2022","4","Region 1","Methamphetamine","12 month-ending","04/30/2022","468",
"01/04/2026","2022","5","Region 1","Methamphetamine","12 month-ending","05/31/2022","462",
"01/04/2026","2022","6","Region 1","Methamphetamine","12 month-ending","06/30/2022","476",
"01/04/2026","2022","7","Region 1","Methamphetamine","12 month-ending","07/31/2022","475",
"01/04/2026","2022","8","Region 1","Methamphetamine","12 month-ending","08/31/2022","490",
"01/04/2026","2022","9","Region 1","Methamphetamine","12 month-ending","09/30/2022","490",
"01/04/2026","2022","10","Region 1","Methamphetamine","12 month-ending","10/31/2022","489",
"01/04/2026","2022","11","Region 1","Methamphetamine","12 month-ending","11/30/2022","502",
"01/04/2026","2022","12","Region 1","Methamphetamine","12 month-ending","12/31/2022","505",
"01/04/2026","2023","1","Region 1","Methamphetamine","12 month-ending","01/31/2023","516",
"01/04/2026","2023","2","Region 1","Methamphetamine","12 month-ending","02/28/2023","525",
"01/04/2026","2023","3","Region 1","Methamphetamine","12 month-ending","03/31/2023","500",
"01/04/2026","2023","4","Region 1","Methamphetamine","12 month-ending","04/30/2023","487",
"01/04/2026","2023","5","Region 1","Methamphetamine","12 month-ending","05/31/2023","478",
"01/04/2026","2023","6","Region 1","Methamphetamine","12 month-ending","06/30/2023","476",
"01/04/2026","2023","7","Region 1","Methamphetamine","12 month-ending","07/31/2023","474",
"01/04/2026","2023","8","Region 1","Methamphetamine","12 month-ending","08/31/2023","452",
"01/04/2026","2023","9","Region 1","Methamphetamine","12 month-ending","09/30/2023","454",
"01/04/2026","2023","10","Region 1","Methamphetamine","12 month-ending","10/31/2023","445",
"01/04/2026","2023","11","Region 1","Methamphetamine","12 month-ending","11/30/2023","430",
"01/04/2026","2023","12","Region 1","Methamphetamine","12 month-ending","12/31/2023","426",
"01/04/2026","2024","1","Region 1","Methamphetamine","12 month-ending","01/31/2024","422",
"01/04/2026","2024","2","Region 1","Methamphetamine","12 month-ending","02/29/2024","420",
"01/04/2026","2024","3","Region 1","Methamphetamine","12 month-ending","03/31/2024","438",
"01/04/2026","2024","4","Region 1","Methamphetamine","12 month-ending","04/30/2024","427",
"01/04/2026","2024","5","Region 1","Methamphetamine","12 month-ending","05/31/2024","428",
"01/04/2026","2024","6","Region 1","Methamphetamine","12 month-ending","06/30/2024","425",
"01/04/2026","2024","7","Region 1","Methamphetamine","12 month-ending","07/31/2024","411",
"01/04/2026","2024","8","Region 1","Methamphetamine","12 month-ending","08/31/2024","403",
"01/04/2026","2024","9","Region 1","Methamphetamine","12 month-ending","09/30/2024","399",
"01/04/2026","2024","10","Region 1","Methamphetamine","12 month-ending","10/31/2024","396",
"01/04/2026","2024","11","Region 1","Methamphetamine","12 month-ending","11/30/2024","382",
"01/04/2026","2024","12","Region 1","Methamphetamine","12 month-ending","12/31/2024","371",
"01/04/2026","2025","1","Region 1","Methamphetamine","12 month-ending","01/31/2025","362",
"01/04/2026","2025","2","Region 1","Methamphetamine","12 month-ending","02/28/2025","348",
"01/04/2026","2025","3","Region 1","Methamphetamine","12 month-ending","03/31/2025","329",
"01/04/2026","2025","4","Region 1","Methamphetamine","12 month-ending","04/30/2025","324",
"01/04/2026","2025","5","Region 1","Methamphetamine","12 month-ending","05/31/2025","321",
"01/04/2026","2025","6","Region 1","Methamphetamine","12 month-ending","06/30/2025","311",
"01/04/2026","2019","1","Region 2","Methamphetamine","12 month-ending","01/31/2019","164",
"01/04/2026","2019","2","Region 2","Methamphetamine","12 month-ending","02/28/2019","166",
"01/04/2026","2019","3","Region 2","Methamphetamine","12 month-ending","03/31/2019","171",
"01/04/2026","2019","4","Region 2","Methamphetamine","12 month-ending","04/30/2019","163",
"01/04/2026","2019","5","Region 2","Methamphetamine","12 month-ending","05/31/2019","172",
"01/04/2026","2019","6","Region 2","Methamphetamine","12 month-ending","06/30/2019","180",
"01/04/2026","2019","7","Region 2","Methamphetamine","12 month-ending","07/31/2019","195",
"01/04/2026","2019","8","Region 2","Methamphetamine","12 month-ending","08/31/2019","212",
"01/04/2026","2019","9","Region 2","Methamphetamine","12 month-ending","09/30/2019","217",
"01/04/2026","2019","10","Region 2","Methamphetamine","12 month-ending","10/31/2019","236",
"01/04/2026","2019","11","Region 2","Methamphetamine","12 month-ending","11/30/2019","246",
"01/04/2026","2019","12","Region 2","Methamphetamine","12 month-ending","12/31/2019","267",
"01/04/2026","2020","1","Region 2","Methamphetamine","12 month-ending","01/31/2020","282",
"01/04/2026","2020","2","Region 2","Methamphetamine","12 month-ending","02/29/2020","295",
"01/04/2026","2020","3","Region 2","Methamphetamine","12 month-ending","03/31/2020","327",
"01/04/2026","2020","4","Region 2","Methamphetamine","12 month-ending","04/30/2020","342",
"01/04/2026","2020","5","Region 2","Methamphetamine","12 month-ending","05/31/2020","370",
"01/04/2026","2020","6","Region 2","Methamphetamine","12 month-ending","06/30/2020","375",
"01/04/2026","2020","7","Region 2","Methamphetamine","12 month-ending","07/31/2020","405",
"01/04/2026","2020","8","Region 2","Methamphetamine","12 month-ending","08/31/2020","417",
"01/04/2026","2020","9","Region 2","Methamphetamine","12 month-ending","09/30/2020","441",
"01/04/2026","2020","10","Region 2","Methamphetamine","12 month-ending","10/31/2020","446",
"01/04/2026","2020","11","Region 2","Methamphetamine","12 month-ending","11/30/2020","460",
"01/04/2026","2020","12","Region 2","Methamphetamine","12 month-ending","12/31/2020","467",
"01/04/2026","2021","1","Region 2","Methamphetamine","12 month-ending","01/31/2021","486",
"01/04/2026","2021","2","Region 2","Methamphetamine","12 month-ending","02/28/2021","500",
"01/04/2026","2021","3","Region 2","Methamphetamine","12 month-ending","03/31/2021","516",
"01/04/2026","2021","4","Region 2","Methamphetamine","12 month-ending","04/30/2021","548",
"01/04/2026","2021","5","Region 2","Methamphetamine","12 month-ending","05/31/2021","556",
"01/04/2026","2021","6","Region 2","Methamphetamine","12 month-ending","06/30/2021","588",
"01/04/2026","2021","7","Region 2","Methamphetamine","12 month-ending","07/31/2021","591",
"01/04/2026","2021","8","Region 2","Methamphetamine","12 month-ending","08/31/2021","615",
"01/04/2026","2021","9","Region 2","Methamphetamine","12 month-ending","09/30/2021","620",
"01/04/2026","2021","10","Region 2","Methamphetamine","12 month-ending","10/31/2021","642",
"01/04/2026","2021","11","Region 2","Methamphetamine","12 month-ending","11/30/2021","648",
"01/04/2026","2021","12","Region 2","Methamphetamine","12 month-ending","12/31/2021","662",
"01/04/2026","2022","1","Region 2","Methamphetamine","12 month-ending","01/31/2022","687",
"01/04/2026","2022","2","Region 2","Methamphetamine","12 month-ending","02/28/2022","689",
"01/04/2026","2022","3","Region 2","Methamphetamine","12 month-ending","03/31/2022","679",
"01/04/2026","2022","4","Region 2","Methamphetamine","12 month-ending","04/30/2022","676",
"01/04/2026","2022","5","Region 2","Methamphetamine","12 month-ending","05/31/2022","675",
"01/04/2026","2022","6","Region 2","Methamphetamine","12 month-ending","06/30/2022","686",
"01/04/2026","2022","7","Region 2","Methamphetamine","12 month-ending","07/31/2022","689",
"01/04/2026","2022","8","Region 2","Methamphetamine","12 month-ending","08/31/2022","685",
"01/04/2026","2022","9","Region 2","Methamphetamine","12 month-ending","09/30/2022","697",
"01/04/2026","2022","10","Region 2","Methamphetamine","12 month-ending","10/31/2022","715",
"01/04/2026","2022","11","Region 2","Methamphetamine","12 month-ending","11/30/2022","743",
"01/04/2026","2022","12","Region 2","Methamphetamine","12 month-ending","12/31/2022","764",
"01/04/2026","2023","1","Region 2","Methamphetamine","12 month-ending","01/31/2023","762",
"01/04/2026","2023","2","Region 2","Methamphetamine","12 month-ending","02/28/2023","773",
"01/04/2026","2023","3","Region 2","Methamphetamine","12 month-ending","03/31/2023","784",
"01/04/2026","2023","4","Region 2","Methamphetamine","12 month-ending","04/30/2023","797",
"01/04/2026","2023","5","Region 2","Methamphetamine","12 month-ending","05/31/2023","802",
"01/04/2026","2023","6","Region 2","Methamphetamine","12 month-ending","06/30/2023","797",
"01/04/2026","2023","7","Region 2","Methamphetamine","12 month-ending","07/31/2023","801",
"01/04/2026","2023","8","Region 2","Methamphetamine","12 month-ending","08/31/2023","794",
"01/04/2026","2023","9","Region 2","Methamphetamine","12 month-ending","09/30/2023","788",
"01/04/2026","2023","10","Region 2","Methamphetamine","12 month-ending","10/31/2023","769",
"01/04/2026","2023","11","Region 2","Methamphetamine","12 month-ending","11/30/2023","743",
"01/04/2026","2023","12","Region 2","Methamphetamine","12 month-ending","12/31/2023","704",
"01/04/2026","2024","1","Region 2","Methamphetamine","12 month-ending","01/31/2024","684",
"01/04/2026","2024","2","Region 2","Methamphetamine","12 month-ending","02/29/2024","684",
"01/04/2026","2024","3","Region 2","Methamphetamine","12 month-ending","03/31/2024","663",
"01/04/2026","2024","4","Region 2","Methamphetamine","12 month-ending","04/30/2024","653",
"01/04/2026","2024","5","Region 2","Methamphetamine","12 month-ending","05/31/2024","656",
"01/04/2026","2024","6","Region 2","Methamphetamine","12 month-ending","06/30/2024","647",
